Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2005,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2005,Feb. 2005,Mar. 2005,Apr. 2005,May 2005,Jun. 2005,Jul. 2005,Aug. 2005,Sep. 2005,Oct. 2005,Nov. 2005,Dec. 2005,TOTAL
45299,All other gen. merchandise stores,"2,631","2,907","3,278","3,217","3,438","3,393","3,237","3,252","3,204","3,433","3,841","5,368","41,199"
453,Miscellaneous store retailers,"7,863","8,062","8,557","8,299","9,340","8,980","8,623","9,170","8,944","8,953","9,216","11,272","107,279"
4532,"Office supplies, stationery, and gift stores","2,958","3,021","3,063","2,863","3,121","3,033","3,064","3,631","3,320","3,238","3,459","5,004","39,775"
45321,Office supplies and stationery stores,"1,980","1,823","1,920","1,658","1,742","1,606","1,603","2,159","1,989","1,725","1,776","2,181","22,162"
45322,"Gift, novelty, and souvenir stores",978,"1,198","1,143","1,205","1,379","1,427","1,461","1,472","1,331","1,513","1,683","2,823","17,613"
4533,Used merchandise stores,782,713,774,726,745,736,729,757,767,837,889,865,"9,320"
454,Nonstore retailers,"20,592","19,305","21,725","19,491","19,173","19,232","18,094","20,891","20,821","22,077","24,299","29,879","255,579"
4541,Electronic shopping and mail-order houses,"13,209","12,317","14,154","13,352","13,639","13,634","13,107","14,910","14,318","15,022","16,922","21,316","175,900"
45431,Fuel dealers,"4,004","3,471","3,540","2,308","1,995","1,948","1,858","2,300","2,588","2,791","3,129","4,379","34,311"
722,Food services and drinking places,"29,792","29,742","32,757","33,578","34,056","33,570","34,940","34,292","32,850","33,921","32,083","34,882","396,463"
7221,Full service restaurants,"13,373","13,443","14,562","14,573","14,894","14,641","15,333","15,074","14,114","14,686","13,906","15,520","174,119"
7222, Limited service eating places,"12,541","12,491","14,004","14,338","14,653","14,598","15,260","14,824","13,752","14,226","13,676","14,671","169,034"
7224,Drinking places (alcoholic beverages),"1,381","1,356","1,488","1,522","1,501","1,475","1,576","1,571","1,568","1,564","1,482","1,569","18,053"
,ADJUSTED(3),,,,,,,,,,,,,
," Retail and food services sales, total","329,728","332,491","332,263","337,501","334,350","344,212","347,587","342,633","343,367","344,652","347,268","347,072",
, Retail sales and food services excl motor vehicle and parts ,"256,845","259,164","259,098","263,258","261,444","264,510","265,046","269,198","272,949","276,435","274,057","273,955",
,"Retail sales, total","297,728","299,986","299,958","304,710","301,572","311,171","314,562","309,404","310,084","311,034","313,282","313,107",
,"Retail sales, total (excl. motor vehicle and parts dealers)","224,845","226,659","226,793","230,467","228,666","231,469","232,021","235,969","239,666","242,817","240,071","239,990",
,GAFO(1),"85,598","86,994","86,283","87,754","87,388","88,565","88,015","88,591","88,496","90,444","90,217","89,922",
441,Motor vehicle and parts dealers,"72,883","73,327","73,165","74,243","72,906","79,702","82,541","73,435","70,418","68,217","73,211","73,117",
"4411,4412",Automobile and other motor vehicle dealers,"66,928","67,503","67,490","68,378","67,158","73,880","76,746","67,586","64,661","62,389","67,189","67,099",
4413,"Automotive parts, acc., and tire stores","5,955","5,824","5,675","5,865","5,748","5,822","5,795","5,849","5,757","5,828","6,022","6,018",
"442,443","Furniture, home furn, electronics, and appliance stores","16,951","17,199","17,103","17,277","17,236","17,435","17,455","17,593","17,768","17,908","17,813","17,726",
442,Furniture and home furnishings stores,"8,856","8,908","8,840","8,994","8,963","9,093","9,084","9,185","9,253","9,315","9,310","9,267",
443,Electronics and appliance stores,"8,095","8,291","8,263","8,283","8,273","8,342","8,371","8,408","8,515","8,593","8,503","8,459",
44312, Computer and software stores,"1,514","1,574","1,608","1,611","1,610","1,642","1,658","1,643","1,646","1,667","1,589","1,596",
444,Building mat. and garden equip. and supplies dealers,"25,974","25,765","26,084","26,720","26,481","26,726","26,567","26,683","27,158","27,615","27,678","27,324",
4441,Building mat. and supplies dealers,"23,179","22,905","23,295","23,881","23,578","23,857","23,728","23,758","24,364","24,773","24,807","24,577",
445,Food and beverage stores,"41,766","41,755","41,769","42,237","42,127","42,284","42,252","42,580","42,725","42,837","42,906","43,078",
4451,Grocery stores,"37,704","37,553","37,608","38,010","37,945","38,067","38,034","38,358","38,459","38,559","38,586","38,739",
4453,"Beer, wine and liquor stores","2,645","2,787","2,738","2,753","2,736","2,775","2,769","2,794","2,824","2,852","2,881","2,903",
446,Health and personal care stores,"17,098","17,311","17,245","17,350","17,430","17,392","17,581","17,530","17,725","17,742","17,841","18,005",
44611,Pharmacies and drug stores,"14,576","14,698","14,694","14,805","14,896","14,875","15,058","14,983","15,114","15,057","15,158","15,436",
447,Gasoline stations,"28,438","29,015","29,498","29,979","29,140","29,889","31,005","33,337","36,008","36,124","33,220","33,119",
448,Clothing and clothing access. stores,"16,172","16,664","16,257","16,706","16,528","16,797","16,461","16,745","16,395","17,149","17,122","17,194",
4481,Clothing stores,"11,733","12,011","11,819","12,095","11,992","12,191","11,961","12,168","11,850","12,432","12,423","12,434",
44811, Men's clothing stores(4),720,744,729,724,723,742,732,757,694,713,735,722,
44812,Women's clothing stores,"3,009","3,043","2,988","3,070","3,054","3,117","3,046","3,090","3,086","3,152","3,162","3,171",
4482,Shoe stores,"1,986","2,122","1,984","2,071","2,089","2,101","2,101","2,072","2,122","2,200","2,202","2,162",
44831,Jewelry stores,"2,317","2,383","2,316","2,402","2,302","2,363","2,260","2,363","2,281","2,377","2,358","2,449",
451,"Sporting goods, hobby, book, and music stores","6,684","6,763","6,674","6,812","6,737","6,647","6,695","6,694","6,567","6,848","6,710","6,919",
452,General merchandise stores,"42,569","43,093","42,991","43,621","43,514","44,311","44,064","44,224","44,457","45,228","45,244","44,755",
4521,Department stores (excl. L.D.),"17,998","18,147","17,813","18,150","17,849","18,243","17,867","17,840","17,550","18,039","18,060","17,781",
4529,Other general merchandise stores,"24,571","24,946","25,178","25,471","25,665","26,068","26,197","26,384","26,907","27,189","27,184","26,974",
45291,Warehouse clubs and supercenters,"21,270","21,550","21,840","22,074","22,258","22,616","22,775","22,924","23,421","23,672","23,702","23,459",
45299,All other gen. merchandise stores,"3,301","3,396","3,338","3,397","3,407","3,452","3,422","3,460","3,486","3,517","3,482","3,515",
453,Miscellaneous stores retailers,"8,797","8,955","8,801","8,898","8,932","8,901","8,933","8,864","9,006","9,102","9,127","9,059",
454,Nonstore retailers,"20,396","20,139","20,371","20,867","20,541","21,087","21,008","21,719","21,857","22,264","22,410","22,811",
4541,Electronic shopping and mail order houses,"13,846","13,686","13,849","14,204","14,252","14,551","14,744","15,030","14,915","15,282","15,468","15,708",
45431,Fuel dealers,"2,684","2,634","2,779","2,718","2,700","2,827","2,807","3,026","3,203","3,034","2,994","3,126",
722,Food services and drinking places,"32,000","32,505","32,305","32,791","32,778","33,041","33,025","33,229","33,283","33,618","33,986","33,965",
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
(2) Includes data for leased departments operated within department stores.  Data for this line not included in any aggregate kind-of-business totals.,,,,,,,,,,,,,,
"(3) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
"(4) With the recent Annual Revision of Monthly Retail and Food Services published on April 30, 2014, we are reinstating the previously suppressed seasonally adjusted estimates of sales ",,,,,,,,,,,,,,
for NAICS 44811 (Men_s Clothing) from January 2001 forward. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown. ,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html. ",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
